Number	Timestamp	Latitude	Longitude	Country
##  1	ANA	M = 25	SNBR = 1192
1	29-Jun-1991 12:00:00	25.9	78.0	N/A
1	29-Jun-1991 18:00:00	25.9	79.0	N/A
1	30-Jun-1991 00:00:00	25.9	80.0	N/A
1	30-Jun-1991 06:00:00	26.0	80.9	United States
1	30-Jun-1991 12:00:00	26.2	81.8	United States
1	30-Jun-1991 18:00:00	26.7	82.4	N/A
1	01-Jul-1991 00:00:00	27.3	82.7	N/A
1	01-Jul-1991 06:00:00	28.0	82.7	United States
1	01-Jul-1991 12:00:00	28.7	82.5	United States
1	01-Jul-1991 18:00:00	29.3	82.2	United States
1	02-Jul-1991 00:00:00	29.9	81.6	United States
1	02-Jul-1991 06:00:00	30.4	81.0	N/A
1	02-Jul-1991 12:00:00	30.9	80.3	N/A
1	02-Jul-1991 18:00:00	31.3	79.7	N/A
1	03-Jul-1991 00:00:00	31.5	79.0	N/A
1	03-Jul-1991 06:00:00	32.5	77.4	N/A
1	03-Jul-1991 12:00:00	33.9	75.4	N/A
1	03-Jul-1991 18:00:00	35.2	73.4	N/A
1	04-Jul-1991 00:00:00	36.2	70.7	N/A
1	04-Jul-1991 06:00:00	37.1	67.8	N/A
1	04-Jul-1991 12:00:00	37.6	64.7	N/A
1	04-Jul-1991 18:00:00	37.9	61.1	N/A
1	05-Jul-1991 00:00:00	38.0	57.5	N/A
1	05-Jul-1991 06:00:00	37.5	54.2	N/A
1	05-Jul-1991 12:00:00	37.0	50.7	N/A
##  2	BOB	M = 53	SNBR = 1193
2	16-Aug-1991 00:00:00	25.6	74.3	N/A
2	16-Aug-1991 06:00:00	25.7	74.9	N/A
2	16-Aug-1991 12:00:00	25.9	75.4	N/A
2	16-Aug-1991 18:00:00	26.4	75.8	N/A
2	17-Aug-1991 00:00:00	27.1	76.2	N/A
2	17-Aug-1991 06:00:00	27.8	76.5	N/A
2	17-Aug-1991 12:00:00	28.4	76.9	N/A
2	17-Aug-1991 18:00:00	29.0	77.1	N/A
2	18-Aug-1991 00:00:00	29.7	77.0	N/A
2	18-Aug-1991 06:00:00	30.5	76.9	N/A
2	18-Aug-1991 12:00:00	31.5	76.6	N/A
2	18-Aug-1991 18:00:00	33.0	76.1	N/A
2	19-Aug-1991 00:00:00	34.6	75.3	N/A
2	19-Aug-1991 06:00:00	36.5	74.5	N/A
