Number	Timestamp	Latitude	Longitude	Country
##  1	NOT NAMED	M = 21	SNBR =  294
1	03-Jul-1891 06:00:00	21.7	93.0	N/A
1	03-Jul-1891 12:00:00	22.0	93.2	N/A
1	03-Jul-1891 18:00:00	22.4	93.5	N/A
1	04-Jul-1891 00:00:00	22.9	93.9	N/A
1	04-Jul-1891 06:00:00	23.4	94.2	N/A
1	04-Jul-1891 12:00:00	24.0	94.5	N/A
1	04-Jul-1891 18:00:00	24.7	94.8	N/A
1	05-Jul-1891 00:00:00	25.4	95.1	N/A
1	05-Jul-1891 06:00:00	26.2	95.4	N/A
1	05-Jul-1891 12:00:00	27.1	95.6	N/A
1	05-Jul-1891 18:00:00	28.1	95.6	N/A
1	06-Jul-1891 00:00:00	29.2	95.4	United States
1	06-Jul-1891 06:00:00	30.3	95.1	United States
1	06-Jul-1891 12:00:00	31.2	94.7	United States
1	06-Jul-1891 18:00:00	31.9	94.3	United States
1	07-Jul-1891 00:00:00	32.5	93.8	United States
1	07-Jul-1891 06:00:00	33.1	93.1	United States
1	07-Jul-1891 12:00:00	33.7	92.3	United States
1	07-Jul-1891 18:00:00	34.2	91.1	United States
1	08-Jul-1891 00:00:00	34.6	89.7	United States
1	08-Jul-1891 06:00:00	35.0	88.1	United States
##  2	NOT NAMED	M = 51	SNBR =  295
2	17-Aug-1891 06:00:00	13.3	24.4	N/A
2	17-Aug-1891 12:00:00	13.6	25.5	N/A
2	17-Aug-1891 18:00:00	13.8	26.6	N/A
2	18-Aug-1891 00:00:00	14.0	27.7	N/A
2	18-Aug-1891 06:00:00	14.2	28.8	N/A
2	18-Aug-1891 12:00:00	14.4	29.9	N/A
2	18-Aug-1891 18:00:00	14.6	31.0	N/A
2	19-Aug-1891 00:00:00	14.9	32.0	N/A
2	19-Aug-1891 06:00:00	15.2	33.0	N/A
2	19-Aug-1891 12:00:00	15.4	34.0	N/A
2	19-Aug-1891 18:00:00	15.6	34.9	N/A
2	20-Aug-1891 00:00:00	15.8	35.8	N/A
2	20-Aug-1891 06:00:00	16.1	36.7	N/A
2	20-Aug-1891 12:00:00	16.3	37.5	N/A
2	20-Aug-1891 18:00:00	16.5	38.3	N/A
2	21-Aug-1891 00:00:00	16.7	39.0	N/A
2	21-Aug-1891 06:00:00	17.0	39.8	N/A
2	21-Aug-1891 12:00:00	17.3	40.6	N/A
2	21-Aug-1891 18:00:00	17.7	41.5	N/A
2	22-Aug-1891 00:00:00	18.2	42.6	N/A
2	22-Aug-1891 06:00:00	18.7	43.6	N/A
2	22-Aug-1891 12:00:00	19.2	44.6	N/A
2	22-Aug-1891 18:00:00	19.6	45.5	N/A
2	23-Aug-1891 00:00:00	20.0	46.3	N/A
