Number	Timestamp	Windspeed
##  1	NOT NAMED	M = 14	SNBR =  212
1	01-Aug-1881 00:00:00	46
1	01-Aug-1881 06:00:00	46
1	01-Aug-1881 12:00:00	46
1	01-Aug-1881 18:00:00	46
1	02-Aug-1881 00:00:00	46
1	02-Aug-1881 06:00:00	46
1	02-Aug-1881 12:00:00	46
1	02-Aug-1881 18:00:00	46
1	03-Aug-1881 00:00:00	58
1	03-Aug-1881 06:00:00	58
1	03-Aug-1881 12:00:00	58
1	03-Aug-1881 18:00:00	46
1	04-Aug-1881 00:00:00	35
1	04-Aug-1881 06:00:00	35
##  2	NOT NAMED	M = 14	SNBR =  213
2	11-Aug-1881 12:00:00	46
2	11-Aug-1881 18:00:00	46
2	12-Aug-1881 00:00:00	46
2	12-Aug-1881 06:00:00	46
2	12-Aug-1881 12:00:00	46
2	12-Aug-1881 18:00:00	46
2	13-Aug-1881 00:00:00	46
2	13-Aug-1881 06:00:00	46
2	13-Aug-1881 12:00:00	46
2	13-Aug-1881 18:00:00	46
2	14-Aug-1881 00:00:00	35
2	14-Aug-1881 06:00:00	35
2	14-Aug-1881 12:00:00	35
2	14-Aug-1881 18:00:00	35
##  3	NOT NAMED	M = 32	SNBR =  214
3	11-Aug-1881 00:00:00	92
3	11-Aug-1881 06:00:00	92
3	11-Aug-1881 12:00:00	92
3	11-Aug-1881 18:00:00	92
3	12-Aug-1881 00:00:00	92
3	12-Aug-1881 06:00:00	92
3	12-Aug-1881 12:00:00	92
3	12-Aug-1881 18:00:00	92
3	13-Aug-1881 00:00:00	92
3	13-Aug-1881 06:00:00	92
3	13-Aug-1881 12:00:00	92
3	13-Aug-1881 18:00:00	92
3	14-Aug-1881 00:00:00	92
3	14-Aug-1881 06:00:00	92
3	14-Aug-1881 12:00:00	92
3	14-Aug-1881 18:00:00	92
3	15-Aug-1881 00:00:00	81
3	15-Aug-1881 06:00:00	81
3	15-Aug-1881 12:00:00	81
3	15-Aug-1881 18:00:00	81
3	16-Aug-1881 00:00:00	81
3	16-Aug-1881 06:00:00	81
3	16-Aug-1881 12:00:00	81
3	16-Aug-1881 18:00:00	81
3	17-Aug-1881 00:00:00	69
3	17-Aug-1881 06:00:00	69
3	17-Aug-1881 12:00:00	69
3	17-Aug-1881 18:00:00	69
3	18-Aug-1881 00:00:00	69
3	18-Aug-1881 06:00:00	69
3	18-Aug-1881 12:00:00	69
3	18-Aug-1881 18:00:00	69
##  4	NOT NAMED	M = 24	SNBR =  215
4	16-Aug-1881 00:00:00	46
4	16-Aug-1881 06:00:00	46
4	16-Aug-1881 12:00:00	46
4	16-Aug-1881 18:00:00	46
4	17-Aug-1881 00:00:00	46
4	17-Aug-1881 06:00:00	46
4	17-Aug-1881 12:00:00	46
4	17-Aug-1881 18:00:00	46
4	18-Aug-1881 00:00:00	58
4	18-Aug-1881 06:00:00	58
4	18-Aug-1881 12:00:00	58
4	18-Aug-1881 18:00:00	58
4	19-Aug-1881 00:00:00	69
4	19-Aug-1881 06:00:00	69
