Number	Timestamp	Windspeed
##  1	NOT NAMED	M = 31	SNBR =  461
1	04-Aug-1911 12:00:00	23
1	04-Aug-1911 18:00:00	23
1	05-Aug-1911 00:00:00	23
1	05-Aug-1911 06:00:00	23
1	05-Aug-1911 12:00:00	29
1	05-Aug-1911 18:00:00	29
1	06-Aug-1911 00:00:00	29
1	06-Aug-1911 06:00:00	29
1	06-Aug-1911 12:00:00	29
1	06-Aug-1911 18:00:00	29
1	07-Aug-1911 00:00:00	35
1	07-Aug-1911 06:00:00	35
1	07-Aug-1911 12:00:00	35
1	07-Aug-1911 18:00:00	35
1	08-Aug-1911 00:00:00	35
1	08-Aug-1911 06:00:00	35
1	08-Aug-1911 12:00:00	35
1	08-Aug-1911 18:00:00	35
1	09-Aug-1911 00:00:00	40
1	09-Aug-1911 06:00:00	40
1	09-Aug-1911 12:00:00	40
1	09-Aug-1911 18:00:00	40
1	10-Aug-1911 00:00:00	46
1	10-Aug-1911 06:00:00	52
1	10-Aug-1911 12:00:00	58
1	10-Aug-1911 18:00:00	58
1	11-Aug-1911 00:00:00	58
1	11-Aug-1911 06:00:00	52
1	11-Aug-1911 12:00:00	46
1	11-Aug-1911 18:00:00	40
1	12-Aug-1911 00:00:00	35
##  2	NOT NAMED	M = 25	SNBR =  462
2	08-Aug-1911 12:00:00	35
2	08-Aug-1911 18:00:00	35
2	09-Aug-1911 00:00:00	35
2	09-Aug-1911 06:00:00	40
2	09-Aug-1911 12:00:00	40
2	09-Aug-1911 18:00:00	40
2	10-Aug-1911 00:00:00	46
2	10-Aug-1911 06:00:00	52
2	10-Aug-1911 12:00:00	58
2	10-Aug-1911 18:00:00	63
2	11-Aug-1911 00:00:00	69
2	11-Aug-1911 06:00:00	75
2	11-Aug-1911 12:00:00	81
2	11-Aug-1911 18:00:00	81
2	12-Aug-1911 00:00:00	75
2	12-Aug-1911 06:00:00	63
2	12-Aug-1911 12:00:00	52
2	12-Aug-1911 18:00:00	46
2	13-Aug-1911 00:00:00	40
2	13-Aug-1911 06:00:00	35
2	13-Aug-1911 12:00:00	35
2	13-Aug-1911 18:00:00	35
2	14-Aug-1911 00:00:00	29
2	14-Aug-1911 06:00:00	23
2	14-Aug-1911 12:00:00	23
##  3	NOT NAMED	M = 34	SNBR =  463
3	23-Aug-1911 06:00:00	40
3	23-Aug-1911 12:00:00	46
3	23-Aug-1911 18:00:00	46
3	24-Aug-1911 00:00:00	52
3	24-Aug-1911 06:00:00	58
3	24-Aug-1911 12:00:00	63
3	24-Aug-1911 18:00:00	69
3	25-Aug-1911 00:00:00	75
3	25-Aug-1911 06:00:00	81
3	25-Aug-1911 12:00:00	81
3	25-Aug-1911 18:00:00	86
3	26-Aug-1911 00:00:00	92
3	26-Aug-1911 06:00:00	92
3	26-Aug-1911 12:00:00	92
3	26-Aug-1911 18:00:00	92
3	27-Aug-1911 00:00:00	92
3	27-Aug-1911 06:00:00	92
3	27-Aug-1911 12:00:00	98
3	27-Aug-1911 18:00:00	98
3	28-Aug-1911 00:00:00	98
3	28-Aug-1911 06:00:00	98
3	28-Aug-1911 12:00:00	75
3	28-Aug-1911 18:00:00	58
3	29-Aug-1911 00:00:00	52
3	29-Aug-1911 06:00:00	40
3	29-Aug-1911 12:00:00	40
3	29-Aug-1911 18:00:00	35
3	30-Aug-1911 00:00:00	35
3	30-Aug-1911 06:00:00	35
3	30-Aug-1911 12:00:00	35
3	30-Aug-1911 18:00:00	35
3	31-Aug-1911 00:00:00	29
3	31-Aug-1911 06:00:00	29
3	31-Aug-1911 12:00:00	23
##  4	NOT NAMED	M = 38	SNBR =  464
4	03-Sep-1911 12:00:00	35
4	03-Sep-1911 18:00:00	35
4	04-Sep-1911 00:00:00	35
4	04-Sep-1911 06:00:00	35
4	04-Sep-1911 12:00:00	40
4	04-Sep-1911 18:00:00	40
4	05-Sep-1911 00:00:00	40
4	05-Sep-1911 06:00:00	40
4	05-Sep-1911 12:00:00	40
4	05-Sep-1911 18:00:00	46
4	06-Sep-1911 00:00:00	46
4	06-Sep-1911 06:00:00	52
4	06-Sep-1911 12:00:00	52
4	06-Sep-1911 18:00:00	58
4	07-Sep-1911 00:00:00	58
4	07-Sep-1911 06:00:00	63
4	07-Sep-1911 12:00:00	63
4	07-Sep-1911 18:00:00	69
4	08-Sep-1911 00:00:00	69
4	08-Sep-1911 06:00:00	75
4	08-Sep-1911 12:00:00	81
4	08-Sep-1911 18:00:00	81
4	09-Sep-1911 00:00:00	86
4	09-Sep-1911 06:00:00	92
4	09-Sep-1911 12:00:00	98
4	09-Sep-1911 18:00:00	98
4	10-Sep-1911 00:00:00	98
4	10-Sep-1911 06:00:00	98
4	10-Sep-1911 12:00:00	69
4	10-Sep-1911 18:00:00	52
4	11-Sep-1911 00:00:00	46
4	11-Sep-1911 06:00:00	46
4	11-Sep-1911 12:00:00	40
4	11-Sep-1911 18:00:00	40
4	12-Sep-1911 00:00:00	40
4	12-Sep-1911 06:00:00	40
4	12-Sep-1911 12:00:00	35
4	12-Sep-1911 18:00:00	35
##  5	NOT NAMED	M = 22	SNBR =  465
5	15-Sep-1911 12:00:00	52
5	15-Sep-1911 18:00:00	52
5	16-Sep-1911 00:00:00	52
5	16-Sep-1911 06:00:00	58
5	16-Sep-1911 12:00:00	58
5	16-Sep-1911 18:00:00	58
5	17-Sep-1911 00:00:00	63
5	17-Sep-1911 06:00:00	63
5	17-Sep-1911 12:00:00	63
5	17-Sep-1911 18:00:00	63
5	18-Sep-1911 00:00:00	58
5	18-Sep-1911 06:00:00	58
5	18-Sep-1911 12:00:00	52
5	18-Sep-1911 18:00:00	52
5	19-Sep-1911 00:00:00	46
5	19-Sep-1911 06:00:00	46
