Number	Timestamp	Windspeed
##  1	NOT NAMED	M = 28	SNBR =   61
1	06-Jul-1861 00:00:00	58
1	06-Jul-1861 06:00:00	58
1	06-Jul-1861 12:00:00	58
1	06-Jul-1861 18:00:00	58
1	07-Jul-1861 00:00:00	58
1	07-Jul-1861 06:00:00	58
1	07-Jul-1861 12:00:00	58
1	07-Jul-1861 18:00:00	58
1	08-Jul-1861 00:00:00	58
1	08-Jul-1861 06:00:00	58
1	08-Jul-1861 12:00:00	58
1	08-Jul-1861 18:00:00	58
1	09-Jul-1861 00:00:00	69
1	09-Jul-1861 06:00:00	69
1	09-Jul-1861 12:00:00	81
1	09-Jul-1861 18:00:00	81
1	10-Jul-1861 00:00:00	92
1	10-Jul-1861 06:00:00	92
1	10-Jul-1861 12:00:00	104
1	10-Jul-1861 18:00:00	104
1	11-Jul-1861 00:00:00	104
1	11-Jul-1861 06:00:00	104
1	11-Jul-1861 12:00:00	92
1	11-Jul-1861 18:00:00	92
1	12-Jul-1861 00:00:00	92
1	12-Jul-1861 06:00:00	92
1	12-Jul-1861 12:00:00	81
1	12-Jul-1861 18:00:00	81
##  2	NOT NAMED	M = 18	SNBR =   62
2	13-Aug-1861 12:00:00	46
2	13-Aug-1861 18:00:00	46
2	14-Aug-1861 00:00:00	58
2	14-Aug-1861 06:00:00	69
2	14-Aug-1861 12:00:00	81
2	14-Aug-1861 18:00:00	81
2	15-Aug-1861 00:00:00	92
2	15-Aug-1861 06:00:00	92
2	15-Aug-1861 12:00:00	92
2	15-Aug-1861 18:00:00	92
2	16-Aug-1861 00:00:00	92
2	16-Aug-1861 06:00:00	92
2	16-Aug-1861 12:00:00	81
2	16-Aug-1861 18:00:00	81
2	17-Aug-1861 00:00:00	69
2	17-Aug-1861 06:00:00	69
2	17-Aug-1861 12:00:00	58
2	17-Aug-1861 18:00:00	58
##  3	NOT NAMED	M = 24	SNBR =   63
3	25-Aug-1861 00:00:00	92
3	25-Aug-1861 06:00:00	92
3	25-Aug-1861 12:00:00	92
3	25-Aug-1861 18:00:00	92
3	26-Aug-1861 00:00:00	92
3	26-Aug-1861 06:00:00	92
3	26-Aug-1861 12:00:00	92
3	26-Aug-1861 18:00:00	92
3	27-Aug-1861 00:00:00	92
3	27-Aug-1861 06:00:00	92
3	27-Aug-1861 12:00:00	92
3	27-Aug-1861 18:00:00	92
3	28-Aug-1861 00:00:00	92
3	28-Aug-1861 06:00:00	92
3	28-Aug-1861 12:00:00	92
3	28-Aug-1861 18:00:00	92
3	29-Aug-1861 00:00:00	104
3	29-Aug-1861 06:00:00	104
3	29-Aug-1861 12:00:00	104
3	29-Aug-1861 18:00:00	104
3	30-Aug-1861 00:00:00	104
3	30-Aug-1861 06:00:00	104
3	30-Aug-1861 12:00:00	104
3	30-Aug-1861 18:00:00	104
##  4	NOT NAMED	M = 1	SNBR =   64
4	17-Sep-1861 12:00:00	81
##  5	NOT NAMED	M = 6	SNBR =   65
5	27-Sep-1861 06:00:00	81
5	27-Sep-1861 12:00:00	81
5	27-Sep-1861 18:00:00	69
5	28-Sep-1861 00:00:00	69
5	28-Sep-1861 06:00:00	58
5	28-Sep-1861 12:00:00	58
##  6	NOT NAMED	M = 16	SNBR =   66
6	06-Oct-1861 00:00:00	69
6	06-Oct-1861 06:00:00	69
6	06-Oct-1861 12:00:00	69
6	06-Oct-1861 18:00:00	69
6	07-Oct-1861 00:00:00	69
6	07-Oct-1861 06:00:00	69
6	07-Oct-1861 12:00:00	69
6	07-Oct-1861 18:00:00	69
6	08-Oct-1861 00:00:00	69
6	08-Oct-1861 06:00:00	69
6	08-Oct-1861 12:00:00	69
6	08-Oct-1861 18:00:00	69
6	09-Oct-1861 00:00:00	58
6	09-Oct-1861 06:00:00	58
6	09-Oct-1861 12:00:00	58
6	09-Oct-1861 18:00:00	58
##  7	NOT NAMED	M = 1	SNBR =   67
7	07-Oct-1861 12:00:00	58
##  8	NOT NAMED	M = 11	SNBR =   68
8	01-Nov-1861 06:00:00	69
8	01-Nov-1861 12:00:00	58
8	01-Nov-1861 18:00:00	69
8	02-Nov-1861 00:00:00	81
8	02-Nov-1861 06:00:00	81
8	02-Nov-1861 12:00:00	81
8	02-Nov-1861 18:00:00	69
8	03-Nov-1861 00:00:00	69
8	03-Nov-1861 06:00:00	69
8	03-Nov-1861 12:00:00	58
8	03-Nov-1861 18:00:00	58
##  1	NOT NAMED	M = 12	SNBR =   69
1	15-Jun-1862 00:00:00	58
