Number	Timestamp	Pressure
##  1	NOT NAMED	M = 1	SNBR =  137
1	04-Jun-1871 06:00:00	999
##  2	NOT NAMED	M = 0	SNBR =  138
##  3	NOT NAMED	M = 2	SNBR =  139
3	16-Aug-1871 00:00:00	952
3	16-Aug-1871 06:00:00	955
##  4	NOT NAMED	M = 2	SNBR =  140
4	21-Aug-1871 12:00:00	965
4	22-Aug-1871 00:00:00	962
##  5	NOT NAMED	M = 0	SNBR =  141
##  6	NOT NAMED	M = 0	SNBR =  142
##  7	NOT NAMED	M = 0	SNBR =  143
##  8	NOT NAMED	M = 0	SNBR =  144
##  1	NOT NAMED	M = 0	SNBR =  145
##  2	NOT NAMED	M = 0	SNBR =  146
##  3	NOT NAMED	M = 0	SNBR =  147
##  4	NOT NAMED	M = 0	SNBR =  148
##  5	NOT NAMED	M = 0	SNBR =  149
##  1	NOT NAMED	M = 0	SNBR =  150
##  2	NOT NAMED	M = 1	SNBR =  151
2	25-Aug-1873 00:00:00	962
##  3	NOT NAMED	M = 0	SNBR =  152
##  4	NOT NAMED	M = 0	SNBR =  153
##  5	NOT NAMED	M = 1	SNBR =  154
5	07-Oct-1873 00:00:00	959
##  1	NOT NAMED	M = 0	SNBR =  155
##  2	NOT NAMED	M = 0	SNBR =  156
##  3	NOT NAMED	M = 0	SNBR =  157
##  4	NOT NAMED	M = 0	SNBR =  158
##  5	NOT NAMED	M = 0	SNBR =  159
##  6	NOT NAMED	M = 2	SNBR =  160
6	28-Sep-1874 18:00:00	981
6	30-Sep-1874 18:00:00	980
##  7	NOT NAMED	M = 0	SNBR =  161
##  1	NOT NAMED	M = 0	SNBR =  162
##  2	NOT NAMED	M = 1	SNBR =  163
2	06-Sep-1875 06:00:00	982
##  3	NOT NAMED	M = 2	SNBR =  164
3	13-Sep-1875 12:00:00	978
3	14-Sep-1875 06:00:00	992
##  4	NOT NAMED	M = 0	SNBR =  165
##  5	NOT NAMED	M = 0	SNBR =  166
##  6	NOT NAMED	M = 0	SNBR =  167
##  1	NOT NAMED	M = 1	SNBR =  168
1	09-Sep-1876 18:00:00	970
##  2	NOT NAMED	M = 5	SNBR =  169
2	13-Sep-1876 18:00:00	991
2	16-Sep-1876 06:00:00	999
2	17-Sep-1876 12:00:00	980
2	17-Sep-1876 18:00:00	985
2	18-Sep-1876 00:00:00	987
##  3	NOT NAMED	M = 0	SNBR =  170
##  4	NOT NAMED	M = 0	SNBR =  171
##  5	NOT NAMED	M = 3	SNBR =  172
5	19-Oct-1876 12:00:00	958
5	20-Oct-1876 00:00:00	973
5	20-Oct-1876 18:00:00	976
##  1	NOT NAMED	M = 0	SNBR =  173
##  2	NOT NAMED	M = 0	SNBR =  174
##  3	NOT NAMED	M = 0	SNBR =  175
##  4	NOT NAMED	M = 0	SNBR =  176
##  5	NOT NAMED	M = 0	SNBR =  177
##  6	NOT NAMED	M = 0	SNBR =  178
##  7	NOT NAMED	M = 0	SNBR =  179
##  8	NOT NAMED	M = 0	SNBR =  180
##  1	NOT NAMED	M = 0	SNBR =  181
##  2	NOT NAMED	M = 0	SNBR =  182
##  3	NOT NAMED	M = 1	SNBR =  183
3	20-Aug-1878 06:00:00	963
##  4	NOT NAMED	M = 3	SNBR =  184
4	25-Aug-1878 18:00:00	996
4	28-Aug-1878 18:00:00	972
4	29-Aug-1878 06:00:00	975
##  5	NOT NAMED	M = 2	SNBR =  185
5	10-Sep-1878 12:00:00	970
5	11-Sep-1878 00:00:00	985
##  6	NOT NAMED	M = 0	SNBR =  186
##  7	NOT NAMED	M = 1	SNBR =  187
7	07-Oct-1878 12:00:00	938
##  8	NOT NAMED	M = 1	SNBR =  188
8	13-Oct-1878 12:00:00	982
##  9	NOT NAMED	M = 0	SNBR =  189
## 10	NOT NAMED	M = 1	SNBR =  190
10	18-Oct-1878 18:00:00	951
## 11	NOT NAMED	M = 2	SNBR =  191
11	23-Oct-1878 00:00:00	963
11	23-Oct-1878 12:00:00	975
## 12	NOT NAMED	M = 0	SNBR =  192
##  1	NOT NAMED	M = 0	SNBR =  193
##  2	NOT NAMED	M = 4	SNBR =  194
2	18-Aug-1879 12:00:00	971
2	18-Aug-1879 18:00:00	979
2	19-Aug-1879 00:00:00	984
2	19-Aug-1879 06:00:00	984
##  3	NOT NAMED	M = 2	SNBR =  195
3	23-Aug-1879 00:00:00	964
3	23-Aug-1879 12:00:00	988
##  4	NOT NAMED	M = 0	SNBR =  196
##  5	NOT NAMED	M = 0	SNBR =  197
##  6	NOT NAMED	M = 0	SNBR =  198
##  7	NOT NAMED	M = 0	SNBR =  199
##  8	NOT NAMED	M = 1	SNBR =  200
8	20-Nov-1879 18:00:00	968
##  1	NOT NAMED	M = 0	SNBR =  201
##  2	NOT NAMED	M = 2	SNBR =  202
2	13-Aug-1880 00:00:00	931
2	13-Aug-1880 06:00:00	943
##  3	NOT NAMED	M = 3	SNBR =  203
3	18-Aug-1880 18:00:00	987
3	19-Aug-1880 00:00:00	980
3	19-Aug-1880 12:00:00	992
##  4	NOT NAMED	M = 1	SNBR =  204
4	29-Aug-1880 00:00:00	972
##  5	NOT NAMED	M = 1	SNBR =  205
5	31-Aug-1880 06:00:00	977
##  6	NOT NAMED	M = 1	SNBR =  206
6	09-Sep-1880 06:00:00	987
##  7	NOT NAMED	M = 0	SNBR =  207
##  8	NOT NAMED	M = 2	SNBR =  208
8	02-Oct-1880 06:00:00	928
8	02-Oct-1880 12:00:00	928
##  9	NOT NAMED	M = 0	SNBR =  209
## 10	NOT NAMED	M = 2	SNBR =  210
10	13-Oct-1880 18:00:00	970
10	14-Oct-1880 12:00:00	979
## 11	NOT NAMED	M = 0	SNBR =  211
11	23-Oct-1880 12:00:00	991
