Number	Timestamp	Pressure
##  1	NOT NAMED	M = 0	SNBR =  461
##  2	NOT NAMED	M = 0	SNBR =  462
##  3	NOT NAMED	M = 1	SNBR =  463
3	28-Aug-1911 06:00:00	972
##  4	NOT NAMED	M = 0	SNBR =  464
##  5	NOT NAMED	M = 0	SNBR =  465
##  6	NOT NAMED	M = 0	SNBR =  466
##  1	NOT NAMED	M = 0	SNBR =  467
##  2	NOT NAMED	M = 0	SNBR =  468
##  3	NOT NAMED	M = 0	SNBR =  469
##  4	NOT NAMED	M = 0	SNBR =  470
##  5	NOT NAMED	M = 0	SNBR =  471
##  6	NOT NAMED	M = 0	SNBR =  472
##  7	NOT NAMED	M = 1	SNBR =  473
7	18-Nov-1912 12:00:00	965
##  1	NOT NAMED	M = 0	SNBR =  474
##  2	NOT NAMED	M = 0	SNBR =  475
##  3	NOT NAMED	M = 0	SNBR =  476
##  4	NOT NAMED	M = 1	SNBR =  477
4	03-Sep-1913 06:00:00	976
##  5	NOT NAMED	M = 0	SNBR =  478
##  6	NOT NAMED	M = 1	SNBR =  479
6	29-Oct-1913 18:00:00	1003
##  1	NOT NAMED	M = 0	SNBR =  480
##  1	NOT NAMED	M = 2	SNBR =  481
1	01-Aug-1915 18:00:00	990
1	02-Aug-1915 12:00:00	1003
##  2	NOT NAMED	M = 1	SNBR =  482
2	17-Aug-1915 06:00:00	940
##  3	NOT NAMED	M = 0	SNBR =  483
##  4	NOT NAMED	M = 2	SNBR =  484
4	04-Sep-1915 12:00:00	982
4	04-Sep-1915 18:00:00	1003
##  5	NOT NAMED	M = 0	SNBR =  485
##  6	NOT NAMED	M = 4	SNBR =  486
6	25-Sep-1915 18:00:00	931
6	29-Sep-1915 06:00:00	935
6	29-Sep-1915 18:00:00	944
6	30-Sep-1915 00:00:00	949
##  1	NOT NAMED	M = 3	SNBR =  487
1	14-May-1916 06:00:00	1006
1	14-May-1916 18:00:00	1004
1	17-May-1916 12:00:00	990
##  2	NOT NAMED	M = 2	SNBR =  488
2	05-Jul-1916 18:00:00	950
2	06-Jul-1916 12:00:00	994
##  3	NOT NAMED	M = 3	SNBR =  489
3	19-Jul-1916 06:00:00	980
3	21-Jul-1916 12:00:00	993
3	21-Jul-1916 18:00:00	1001
##  4	NOT NAMED	M = 1	SNBR =  490
4	14-Jul-1916 06:00:00	960
##  5	NOT NAMED	M = 0	SNBR =  491
##  6	NOT NAMED	M = 2	SNBR =  492
6	18-Aug-1916 18:00:00	932
6	19-Aug-1916 00:00:00	940
##  7	NOT NAMED	M = 0	SNBR =  493
##  8	NOT NAMED	M = 1	SNBR =  494
8	29-Aug-1916 00:00:00	986
##  9	NOT NAMED	M = 0	SNBR =  495
## 10	NOT NAMED	M = 0	SNBR =  496
## 11	NOT NAMED	M = 0	SNBR =  497
## 12	NOT NAMED	M = 1	SNBR =  498
12	04-Oct-1916 12:00:00	1000
## 13	NOT NAMED	M = 1	SNBR =  499
13	09-Oct-1916 18:00:00	963
## 14	NOT NAMED	M = 1	SNBR =  500
14	18-Oct-1916 12:00:00	970
## 15	NOT NAMED	M = 2	SNBR =  501
15	13-Nov-1916 12:00:00	1002
15	15-Nov-1916 18:00:00	1006
##  1	NOT NAMED	M = 0	SNBR =  502
##  2	NOT NAMED	M = 0	SNBR =  503
##  3	NOT NAMED	M = 0	SNBR =  504
##  4	NOT NAMED	M = 2	SNBR =  505
4	25-Sep-1917 12:00:00	928
4	29-Sep-1917 00:00:00	949
##  1	NOT NAMED	M = 1	SNBR =  506
1	06-Aug-1918 18:00:00	955
##  2	NOT NAMED	M = 1	SNBR =  507
2	25-Aug-1918 12:00:00	968
##  3	NOT NAMED	M = 0	SNBR =  508
##  4	NOT NAMED	M = 0	SNBR =  509
##  5	NOT NAMED	M = 0	SNBR =  510
##  6	NOT NAMED	M = 0	SNBR =  511
##  1	NOT NAMED	M = 1	SNBR =  512
1	04-Jul-1919 06:00:00	995
##  2	NOT NAMED	M = 5	SNBR =  513
2	10-Sep-1919 06:00:00	927
2	12-Sep-1919 12:00:00	944
2	13-Sep-1919 00:00:00	942
2	13-Sep-1919 06:00:00	931
2	14-Sep-1919 18:00:00	950
##  3	NOT NAMED	M = 0	SNBR =  514
##  4	NOT NAMED	M = 0	SNBR =  515
##  5	NOT NAMED	M = 0	SNBR =  516
##  1	NOT NAMED	M = 0	SNBR =  517
##  2	NOT NAMED	M = 3	SNBR =  518
2	21-Sep-1920 00:00:00	999
2	22-Sep-1920 00:00:00	975
2	22-Sep-1920 06:00:00	986
##  3	NOT NAMED	M = 0	SNBR =  519
##  4	NOT NAMED	M = 0	SNBR =  520
##  5	NOT NAMED	M = 0	SNBR =  521
