##  1	NOT NAMED	M = 14	SNBR =  212	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
01-Aug-1881 00:00:00	23.0	85.5	46	0
01-Aug-1881 06:00:00	23.5	85.8	46	0
01-Aug-1881 12:00:00	24.0	86.0	46	0
01-Aug-1881 18:00:00	24.6	86.3	46	0
02-Aug-1881 00:00:00	25.2	86.6	46	0
02-Aug-1881 06:00:00	26.1	86.8	46	0
02-Aug-1881 12:00:00	27.0	87.0	46	0
02-Aug-1881 18:00:00	27.7	87.4	46	0
03-Aug-1881 00:00:00	28.5	87.8	58	0
03-Aug-1881 06:00:00	29.3	88.1	58	0
03-Aug-1881 12:00:00	30.1	88.3	58	0
03-Aug-1881 18:00:00	30.9	88.4	46	0
04-Aug-1881 00:00:00	31.5	88.6	35	0
04-Aug-1881 06:00:00	32.0	88.8	35	0
##  2	NOT NAMED	M = 14	SNBR =  213	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
11-Aug-1881 12:00:00	25.6	88.7	46	0
11-Aug-1881 18:00:00	25.6	89.6	46	0
12-Aug-1881 00:00:00	25.6	90.5	46	0
12-Aug-1881 06:00:00	25.7	91.5	46	0
12-Aug-1881 12:00:00	25.8	92.4	46	0
12-Aug-1881 18:00:00	26.1	93.4	46	0
13-Aug-1881 00:00:00	26.4	94.3	46	0
13-Aug-1881 06:00:00	26.8	95.2	46	0
13-Aug-1881 12:00:00	27.2	95.8	46	0
13-Aug-1881 18:00:00	27.7	96.6	46	0
14-Aug-1881 00:00:00	28.3	97.2	35	0
14-Aug-1881 06:00:00	28.9	97.7	35	0
14-Aug-1881 12:00:00	29.6	98.3	35	0
14-Aug-1881 18:00:00	30.8	99.0	35	0
##  3	NOT NAMED	M = 32	SNBR =  214	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
11-Aug-1881 00:00:00	16.0	31.0	92	0
11-Aug-1881 06:00:00	16.0	32.0	92	0
11-Aug-1881 12:00:00	16.0	33.0	92	0
11-Aug-1881 18:00:00	16.0	34.0	92	0
12-Aug-1881 00:00:00	16.1	35.3	92	0
12-Aug-1881 06:00:00	16.2	36.4	92	0
12-Aug-1881 12:00:00	16.2	37.3	92	0
12-Aug-1881 18:00:00	16.5	38.5	92	0
13-Aug-1881 00:00:00	16.7	39.7	92	0
13-Aug-1881 06:00:00	17.2	40.9	92	0
13-Aug-1881 12:00:00	17.7	41.7	92	0
13-Aug-1881 18:00:00	18.2	42.8	92	0
14-Aug-1881 00:00:00	18.7	43.7	92	0
14-Aug-1881 06:00:00	19.4	44.7	92	0
14-Aug-1881 12:00:00	20.0	45.5	92	0
14-Aug-1881 18:00:00	20.9	46.4	92	0
15-Aug-1881 00:00:00	21.7	47.0	81	0
15-Aug-1881 06:00:00	22.5	47.8	81	0
15-Aug-1881 12:00:00	23.2	48.5	81	0
15-Aug-1881 18:00:00	24.1	49.0	81	0
16-Aug-1881 00:00:00	24.7	49.5	81	0
16-Aug-1881 06:00:00	25.8	50.0	81	0
16-Aug-1881 12:00:00	26.7	50.5	81	0
16-Aug-1881 18:00:00	27.7	50.9	81	0
17-Aug-1881 00:00:00	28.6	51.2	69	0
17-Aug-1881 06:00:00	29.7	51.3	69	0
17-Aug-1881 12:00:00	30.5	51.3	69	0
17-Aug-1881 18:00:00	31.3	51.3	69	0
18-Aug-1881 00:00:00	32.2	51.3	69	0
18-Aug-1881 06:00:00	33.0	51.2	69	0
18-Aug-1881 12:00:00	34.0	51.0	69	0
18-Aug-1881 18:00:00	35.5	50.5	69	0
##  4	NOT NAMED	M = 24	SNBR =  215	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
16-Aug-1881 00:00:00	20.2	87.0	46	0
16-Aug-1881 06:00:00	21.1	86.3	46	0
16-Aug-1881 12:00:00	22.0	85.5	46	0
16-Aug-1881 18:00:00	22.9	84.5	46	0
17-Aug-1881 00:00:00	23.5	83.1	46	0
17-Aug-1881 06:00:00	24.0	81.8	46	0
17-Aug-1881 12:00:00	24.5	80.5	46	0
17-Aug-1881 18:00:00	25.7	78.6	46	0
18-Aug-1881 00:00:00	27.0	76.6	58	0
18-Aug-1881 06:00:00	28.3	75.1	58	0
18-Aug-1881 12:00:00	29.5	74.0	58	0
18-Aug-1881 18:00:00	30.6	72.9	58	0
19-Aug-1881 00:00:00	31.8	71.8	69	0
19-Aug-1881 06:00:00	33.2	70.6	69	0
19-Aug-1881 12:00:00	34.5	69.5	81	0
19-Aug-1881 18:00:00	35.8	68.1	81	0
20-Aug-1881 00:00:00	37.0	66.5	81	0
20-Aug-1881 06:00:00	38.3	64.8	81	0
20-Aug-1881 12:00:00	39.3	63.3	81	0
20-Aug-1881 18:00:00	40.0	61.3	81	0
21-Aug-1881 00:00:00	41.0	59.0	69	0
21-Aug-1881 06:00:00	41.8	56.7	69	0
21-Aug-1881 12:00:00	42.5	54.5	69	0
21-Aug-1881 18:00:00	43.0	51.5	69	0
##  5	NOT NAMED	M = 36	SNBR =  216	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
21-Aug-1881 00:00:00	17.6	57.0	69	0
21-Aug-1881 06:00:00	17.7	58.0	69	0
21-Aug-1881 12:00:00	17.7	59.0	69	0
21-Aug-1881 18:00:00	17.7	59.9	69	0
22-Aug-1881 00:00:00	18.0	60.9	69	0
22-Aug-1881 06:00:00	18.2	62.0	69	0
22-Aug-1881 12:00:00	18.6	63.0	69	0
22-Aug-1881 18:00:00	18.9	63.9	69	0
23-Aug-1881 00:00:00	19.2	64.9	69	0
23-Aug-1881 06:00:00	19.6	65.9	69	0
23-Aug-1881 12:00:00	20.1	67.0	69	0
