##  1	NOT NAMED	M = 43	SNBR =  522	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
16-Jun-1921 00:00:00	16.5	82.4	35	0
16-Jun-1921 06:00:00	16.5	83.2	35	0
16-Jun-1921 12:00:00	16.5	84.0	35	0
16-Jun-1921 18:00:00	16.5	84.7	35	0
17-Jun-1921 00:00:00	16.5	85.3	40	0
17-Jun-1921 06:00:00	16.7	86.0	46	0
17-Jun-1921 12:00:00	17.1	86.7	52	0
17-Jun-1921 18:00:00	17.7	87.7	52	0
18-Jun-1921 00:00:00	18.7	89.1	46	0
18-Jun-1921 06:00:00	19.6	90.6	40	0
18-Jun-1921 12:00:00	20.3	92.0	52	0
18-Jun-1921 18:00:00	20.8	93.0	52	0
19-Jun-1921 00:00:00	21.2	93.5	58	0
19-Jun-1921 06:00:00	21.6	93.8	58	0
19-Jun-1921 12:00:00	22.0	94.0	58	0
19-Jun-1921 18:00:00	22.4	94.2	63	0
20-Jun-1921 00:00:00	22.8	94.5	69	0
20-Jun-1921 06:00:00	23.2	94.7	69	0
20-Jun-1921 12:00:00	23.7	95.0	75	0
20-Jun-1921 18:00:00	24.2	95.2	75	0
21-Jun-1921 00:00:00	24.7	95.3	75	0
21-Jun-1921 06:00:00	25.1	95.4	75	0
21-Jun-1921 12:00:00	25.5	95.5	81	0
21-Jun-1921 18:00:00	26.0	95.6	81	0
22-Jun-1921 00:00:00	26.5	95.6	86	0
22-Jun-1921 06:00:00	27.0	95.7	92	0
22-Jun-1921 12:00:00	27.6	95.8	92	0
22-Jun-1921 18:00:00	28.5	95.9	92	980
23-Jun-1921 00:00:00	29.6	96.0	58	0
23-Jun-1921 06:00:00	30.9	96.1	46	0
23-Jun-1921 12:00:00	32.1	96.2	35	0
23-Jun-1921 18:00:00	33.2	96.1	35	0
24-Jun-1921 00:00:00	34.3	95.7	35	0
24-Jun-1921 06:00:00	35.3	95.3	35	0
24-Jun-1921 12:00:00	36.3	95.0	35	0
24-Jun-1921 18:00:00	36.9	94.9	35	0
25-Jun-1921 00:00:00	37.3	94.8	35	0
25-Jun-1921 06:00:00	37.6	94.8	35	0
25-Jun-1921 12:00:00	37.9	94.8	29	0
25-Jun-1921 18:00:00	38.3	94.8	23	0
26-Jun-1921 00:00:00	38.8	94.9	23	0
26-Jun-1921 06:00:00	39.4	95.0	17	0
26-Jun-1921 12:00:00	40.0	95.2	17	0
##  2	NOT NAMED	M = 16	SNBR =  523	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
04-Sep-1921 12:00:00	21.0	95.0	35	0
04-Sep-1921 18:00:00	21.1	95.2	35	0
05-Sep-1921 00:00:00	21.3	95.3	35	0
05-Sep-1921 06:00:00	21.4	95.4	35	0
05-Sep-1921 12:00:00	21.5	95.5	35	0
05-Sep-1921 18:00:00	21.7	95.7	35	0
06-Sep-1921 00:00:00	21.8	95.9	40	0
06-Sep-1921 06:00:00	21.9	96.1	46	0
06-Sep-1921 12:00:00	22.0	96.5	58	0
06-Sep-1921 18:00:00	22.2	97.0	69	0
07-Sep-1921 00:00:00	22.4	97.6	81	0
07-Sep-1921 06:00:00	22.6	98.1	63	0
07-Sep-1921 12:00:00	22.8	98.6	52	0
07-Sep-1921 18:00:00	23.2	98.9	46	0
08-Sep-1921 00:00:00	23.8	98.8	40	0
08-Sep-1921 06:00:00	24.8	98.7	35	0
##  3	NOT NAMED	M = 48	SNBR =  524	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
06-Sep-1921 00:00:00	10.0	40.0	46	0
06-Sep-1921 06:00:00	10.0	42.0	46	0
06-Sep-1921 12:00:00	10.0	44.0	52	0
06-Sep-1921 18:00:00	10.1	46.0	52	0
07-Sep-1921 00:00:00	10.2	48.1	58	0
07-Sep-1921 06:00:00	10.3	50.3	58	0
07-Sep-1921 12:00:00	10.4	52.5	58	0
07-Sep-1921 18:00:00	10.5	54.3	58	0
08-Sep-1921 00:00:00	10.6	55.9	69	0
08-Sep-1921 06:00:00	10.7	57.5	75	0
08-Sep-1921 12:00:00	11.0	59.0	81	0
08-Sep-1921 18:00:00	11.6	60.4	92	0
09-Sep-1921 00:00:00	12.4	61.8	104	0
09-Sep-1921 06:00:00	13.2	63.2	109	0
09-Sep-1921 12:00:00	14.0	64.5	115	0
09-Sep-1921 18:00:00	14.6	65.5	115	0
10-Sep-1921 00:00:00	15.1	66.3	115	0
10-Sep-1921 06:00:00	15.7	67.0	115	0
10-Sep-1921 12:00:00	16.3	67.6	115	0
10-Sep-1921 18:00:00	16.9	68.0	115	961
11-Sep-1921 00:00:00	17.6	68.3	127	0
11-Sep-1921 06:00:00	18.3	68.5	127	0
11-Sep-1921 12:00:00	19.0	68.6	104	0
11-Sep-1921 18:00:00	19.8	68.7	104	0
12-Sep-1921 00:00:00	20.7	68.8	109	0
12-Sep-1921 06:00:00	21.6	69.0	109	0
12-Sep-1921 12:00:00	22.5	69.2	109	0
12-Sep-1921 18:00:00	23.5	69.2	109	0
13-Sep-1921 00:00:00	24.7	69.3	115	0
13-Sep-1921 06:00:00	25.9	69.4	115	0
13-Sep-1921 12:00:00	27.0	69.5	121	0
13-Sep-1921 18:00:00	27.7	69.5	121	0
14-Sep-1921 00:00:00	28.3	69.5	121	0
14-Sep-1921 06:00:00	28.9	69.5	121	0
14-Sep-1921 12:00:00	29.5	69.2	121	0
14-Sep-1921 18:00:00	30.2	68.7	121	0
15-Sep-1921 00:00:00	30.9	67.8	115	0
15-Sep-1921 06:00:00	31.6	66.6	115	0
15-Sep-1921 12:00:00	32.3	65.1	109	0
15-Sep-1921 18:00:00	33.3	63.3	109	0
16-Sep-1921 00:00:00	34.6	61.2	104	0
16-Sep-1921 06:00:00	36.3	58.7	104	0
16-Sep-1921 12:00:00	38.5	55.5	104	0
16-Sep-1921 18:00:00	41.2	52.3	98	964
17-Sep-1921 00:00:00	44.5	49.2	92	0
17-Sep-1921 06:00:00	48.0	46.1	86	959
17-Sep-1921 12:00:00	52.0	43.0	81	0
17-Sep-1921 18:00:00	56.5	40.0	75	0
##  4	NOT NAMED	M = 28	SNBR =  525	
## Timestamp	Latitude	Longitude	Windspeed	Pressure
08-Sep-1921 00:00:00	23.0	63.4	40	0
08-Sep-1921 06:00:00	23.3	63.9	40	0
08-Sep-1921 12:00:00	23.5	64.3	40	0
08-Sep-1921 18:00:00	23.6	64.6	40	0
09-Sep-1921 00:00:00	23.8	64.9	40	0
09-Sep-1921 06:00:00	24.0	65.2	40	0
09-Sep-1921 12:00:00	24.2	65.5	40	0
09-Sep-1921 18:00:00	24.4	65.8	40	0
10-Sep-1921 00:00:00	24.6	66.1	40	0
10-Sep-1921 06:00:00	24.8	66.3	40	0
